window,indicator,ic,win
9,obv,0.004081552603727463,0.5111362778406946
10,obv,0.004081552603727463,0.5111362778406946
11,obv,0.004081552603727463,0.5111362778406946
12,obv,0.004081552603727463,0.5111362778406946
13,obv,0.004081552603727463,0.5111362778406946
14,obv,0.004081552603727463,0.5111362778406946
15,obv,0.004081552603727463,0.5111362778406946
16,obv,0.004081552603727463,0.5111362778406946
17,obv,0.004081552603727463,0.5111362778406946
18,obv,0.004081552603727463,0.5111362778406946
19,obv,0.004081552603727463,0.5111362778406946
20,obv,0.004081552603727463,0.5111362778406946
21,obv,0.004081552603727463,0.5111362778406946
22,obv,0.004081552603727463,0.5111362778406946
23,obv,0.004081552603727463,0.5111362778406946
24,obv,0.004081552603727463,0.5111362778406946
1,adx_14,0.015073887264121538,0.5112872782181955
2,adx_14,0.015073887264121538,0.5112872782181955
3,adx_14,0.015073887264121538,0.5112872782181955
4,adx_14,0.015073887264121538,0.5112872782181955
5,adx_14,0.015073887264121538,0.5112872782181955
6,adx_14,0.015073887264121538,0.5112872782181955
7,adx_14,0.015073887264121538,0.5112872782181955
8,adx_14,0.015073887264121538,0.5112872782181955
9,adx_14,0.015073887264121538,0.5112872782181955
10,adx_14,0.015073887264121538,0.5112872782181955
11,adx_14,0.015073887264121538,0.5112872782181955
12,adx_14,0.015073887264121538,0.5112872782181955
13,adx_14,0.015073887264121538,0.5112872782181955
14,adx_14,0.015073887264121538,0.5112872782181955
15,adx_14,0.015073887264121538,0.5112872782181955
16,adx_14,0.015073887264121538,0.5112872782181955
17,adx_14,0.015073887264121538,0.5112872782181955
18,adx_14,0.015073887264121538,0.5112872782181955
19,adx_14,0.015073887264121538,0.5112872782181955
20,adx_14,0.015073887264121538,0.5112872782181955
21,adx_14,0.015073887264121538,0.5112872782181955
22,adx_14,0.015073887264121538,0.5112872782181955
23,adx_14,0.015073887264121538,0.5112872782181955
24,adx_14,0.015073887264121538,0.5112872782181955
1,stochastic_oscillator_14,-0.03386426686735022,0.5109717868338558
2,stochastic_oscillator_14,-0.03386426686735022,0.5109717868338558
3,stochastic_oscillator_14,-0.03386426686735022,0.5109717868338558
4,stochastic_oscillator_14,-0.03386426686735022,0.5109717868338558
5,stochastic_oscillator_14,-0.03386426686735022,0.5109717868338558
6,stochastic_oscillator_14,-0.03386426686735022,0.5109717868338558
7,stochastic_oscillator_14,-0.03386426686735022,0.5109717868338558
8,stochastic_oscillator_14,-0.03386426686735022,0.5109717868338558
9,stochastic_oscillator_14,-0.03386426686735022,0.5109717868338558
10,stochastic_oscillator_14,-0.03386426686735022,0.5109717868338558
11,stochastic_oscillator_14,-0.03386426686735022,0.5109717868338558
12,stochastic_oscillator_14,-0.03386426686735022,0.5109717868338558
13,stochastic_oscillator_14,-0.03386426686735022,0.5109717868338558
14,stochastic_oscillator_14,-0.03386426686735022,0.5109717868338558
15,stochastic_oscillator_14,-0.03386426686735022,0.5109717868338558
16,stochastic_oscillator_14,-0.03386426686735022,0.5109717868338558
17,stochastic_oscillator_14,-0.03386426686735022,0.5109717868338558
18,stochastic_oscillator_14,-0.03386426686735022,0.5109717868338558
